순번,자치구,구역명,위치,공공/민간,일반/재촉지구,사업유형,사업추진단계,기존 가구수(멸실량),최초,변경(최종),추진위원회,조합설립인가(사업시행자 지정일),건축심의,사업시행인가_최초,사업시행인가_변경(최종),관리처분계획인가_최초,관리처분계획인가_변경(최종),이주시작일,이주종료일,착공,세대총합계,분양,임대
307,영등포구,문래동남성아파트,문래동2가 35,민간,일반,공동주택 재건축,사업시행,390,2013-09-05,2013-09-05,2009-08-26,2017-08-26,2020-10-13,2021-07-23,,,,,,,488,436,52
308,영등포구,문래동진주아파트,문래동5가 22,민간,일반,공동주택 재건축,관리처분,160,2015-11-19,2015-11-19,,2017-12-21,2020-09-15,2021-05-27,,2023-08-17,,2024-08-26,2025-01-27,,324,284,40
309,영등포구,신길동삼성아파트,신길동 4759,민간,일반,공동주택 재건축,건축심의,384,2015-08-13,2015-08-13,2016-06-11,2018-01-26,2020-09-15,,,,,,,,562,464,98
310,영등포구,신길동우성2차·우창아파트,신길동 4501,민간,일반,공동주택 재건축,사업시행,725,2020-07-02,2020-07-02,,2020-09-24,2023-07-25,2024-11-14,,,,,,,"1,212","1,104",108
49,중구,마포로5-9-1,순화동 6-10,민간,일반,도시정비형 재개발,착공,15,1979-09-21,2022-03-03,,2022-07-22,2022-03-16,2022-07-22,2023-11-03,2023-06-20,2023-06-20,2020-07-01,2022-10-01,2024-01-12,102,63,39
312,영등포구,양평동신동아아파트,양평동1가 20,민간,일반,공동주택 재건축,조합설립,495,2011-06-30,2011-06-30,2009-04-24,2020-12-08,,,,,,,,,563,507,56
313,영등포구,여의도공작아파트,여의도동 21-2,민간,일반,공동주택 재건축,조합설립,373,2022-11-17,2022-11-17,,2023-02-23,,,,,,,,,582,497,85
314,영등포구,유원제일1차아파트,당산동4가 91,민간,일반,공동주택 재건축,착공,437,2014-07-10,2014-07-10,2009-09-03,2017-11-24,2019-03-12,2019-12-30,2024-01-15,2022-04-13,,2022-09-05,2023-02-28,2024-08-05,550,479,71
315,영등포구,유원제일2차아파트,당산동5가 7-2,민간,일반,공동주택 재건축,사업시행,410,2015-07-30,2015-07-30,2016-06-10,2018-08-20,2023-08-26,2025-03-13,,,,,,,703,628,75
50,중구,명동-1,을지로2가 185,민간,일반,도시정비형 재개발,관리처분,0,1983-09-30,2023-11-09,,2024-06-03,2024-03-04,2024-06-03,2024-06-03,2025-02-12,2025-02-12,2024-07-01,2024-12-21,,0,0,0
51,중구,명동-2,을지로2가 163-3,민간,일반,도시정비형 재개발,사업시행,1,1983-09-30,2020-11-26,,2023-09-20,2023-01-18,2023-09-20,2023-09-20,,,,,,0,0,0
52,중구,무교다동-16,다동 130,민간,일반,도시정비형 재개발,구역지정,0,1973-09-06,2022-08-25,,,,,,,,,,,0,0,0
53,중구,무교다동-29,을지로1가 16,민간,일반,도시정비형 재개발,사업시행,0,1973-09-06,2024-08-07,,2024-11-20,2024-03-26,2024-11-20,2024-11-20,,,,,,0,0,0
54,중구,무교다동-31,을지로1가 42,민간,일반,도시정비형 재개발,관리처분,0,1973-09-06,2023-09-21,,2024-06-19,2024-01-23,2024-06-19,2024-06-19,2024-11-22,2024-11-22,2024-11-22,2024-12-31,,0,0,0
55,중구,봉래-2,봉래동1가 48-3,민간,일반,도시정비형 재개발,구역지정,0,2017-08-24,2025-03-20,,,,,,,,,,,0,0,0
56,중구,봉래-3,남대문로5가 63-1,민간,일반,도시정비형 재개발,건축심의,0,2017-08-24,2024-08-07,,,2024-09-13,,,,,,,,0,0,0
323,영등포구,신길13,신길동 340-1,공공,재촉,공동주택 재건축,건축심의,167,2007-11-29,2023-12-28,2020-03-19,2021-03-11,2024-10-11,,,,,,,,586,399,187
57,중구,서-서 1·2-1,순화동 7,민간,일반,도시정비형 재개발,관리처분,0,1973-09-06,2024-06-20,,2022-07-27,2024-09-13,2022-07-27,2022-07-27,2022-12-28,2022-12-28,2021-03-01,2022-06-01,,0,0,0
58,중구,서소문-10,서소문 58-7,민간,일반,도시정비형 재개발,착공,0,1973-09-06,2021-12-30,,2022-09-21,2024-08-20,2022-09-21,2024-11-15,2024-03-20,2024-03-20,2020-07-01,2022-04-01,2025-01-15,0,0,0
59,중구,"서소문-11,12",서소문동 58-9,민간,일반,도시정비형 재개발,착공,0,1973-09-06,2023-09-14,,2023-02-08,2024-04-18,2023-02-08,2024-11-15,2025-03-12,2025-03-12,2024-08-01,2024-11-10,2025-03-31,0,0,0
60,중구,"세운3-2,3",입정동 175-1,민간,재촉,도시정비형 재개발,착공,0,2009-03-19,2023-12-07,,2017-04-26,2024-03-26,2017-04-26,2025-02-12,2021-07-07,2024-03-13,2022-06-20,2023-12-31,2025-03-20,0,0,0
61,중구,"세운3-8,9,10",을지로3가 227,민간,재촉,도시정비형 재개발,사업시행,2,2009-03-19,2023-12-07,,2021-11-17,2024-03-26,2021-11-17,2025-03-21,,,,,,0,0,0
62,중구,"세운5-1,3",산림동 190-3,민간,재촉,도시정비형 재개발,관리처분,0,2009-03-19,2023-10-26,,2020-09-16,2024-02-13,2020-09-16,2024-06-19,2024-12-13,2024-12-13,2025-03-01,2025-08-31,,0,0,0
63,중구,세운6-1-3,인현동1가 31,공공,재촉,도시정비형 재개발,구역지정,0,2006-10-26,2006-10-26,,,,,,,,,,,0,0,0
64,중구,세운6-3-3,을지로4가 310-2,민간,재촉,도시정비형 재개발,착공,0,2009-03-19,2023-12-07,,2017-11-17,2024-03-26,2017-11-17,2024-11-19,2020-10-21,2021-05-20,2020-12-01,2021-05-25,2021-07-02,0,0,0
65,중구,"세운6-4-22,23",충무로4가 108-21,민간,재촉,도시정비형 재개발,사업시행,0,2009-03-19,2024-01-25,,2022-09-23,2021-09-15,2022-09-23,2022-09-23,,,,,,0,0,0
66,중구,수표,입정동 237,민간,일반,도시정비형 재개발,착공,0,2010-08-26,2024-06-20,,2022-07-06,2024-10-31,2020-11-18,2022-07-06,2022-06-29,2023-11-01,2022-06-01,2024-06-01,2024-07-05,0,0,0
67,중구,순화-1-2,순화동 5-1,민간,일반,도시정비형 재개발,착공,0,2003-10-10,2019-10-04,,2021-07-26,2020-08-19,2021-07-26,2021-07-26,2022-07-20,2022-07-20,2022-08-01,2022-10-31,2022-11-21,0,0,0
71,중구,"양동-11,12",남대문로5가 580,민간,일반,도시정비형 재개발,사업시행,215,1978-09-26,2024-08-29,,2023-03-22,2025-01-16,2023-03-22,2023-03-22,,,,,,0,0,0
72,중구,"양동-4-2,7",남대문로5가 395,민간,일반,도시정비형 재개발,관리처분,0,1978-09-26,2024-12-18,,2024-12-24,2024-07-16,2024-12-24,2024-12-24,2025-03-19,2025-03-19,2025-02-03,2025-04-11,,0,0,0
73,중구,"양동-8-1,6",남대문로5가 526,민간,일반,도시정비형 재개발,건축심의,0,1978-09-26,2024-09-12,,,2024-12-23,,,,,,,,0,0,0
338,동작구,사당5,사당동 303,민간,일반,단독주택 재건축,사업시행,469,2017-03-02,2024-01-04,2017-11-15,2018-11-21,2022-12-21,2024-02-14,,,,,,,510,494,16
74,중구,"을지로2가-1,3,6,18",삼각동 66-1,민간,일반,도시정비형 재개발,구역지정,0,1977-06-29,2024-12-05,,,,,,,,,,,0,0,0
75,중구,"을지로3가-1,2",수표동 56-9,민간,일반,도시정비형 재개발,관리처분,0,2016-10-06,2023-07-20,,2023-09-27,2023-07-11,2023-09-27,2023-10-04,2024-03-11,2024-03-11,2023-03-01,2024-02-01,,0,0,0
76,중구,을지로3가-10,을지로3가 95-12,민간,일반,도시정비형 재개발,관리처분,0,2016-10-06,2024-09-25,,2024-02-28,2023-11-13,2024-02-28,2024-02-28,2024-09-27,2024-09-27,,,,0,0,0
342,관악구,봉천1-1,보라매동 728-57,민간,일반,단독주택 재건축,건축심의,471,2009-11-26,2022-08-26,2007-12-17,2019-11-13,2023-07-25,,,,,,,,807,740,67
77,중구,을지로3가-12,을지로3가 65-14,민간,일반,도시정비형 재개발,착공,0,2016-10-06,2021-01-28,,2021-09-01,2021-04-28,2021-09-01,2025-01-02,2022-06-15,2022-06-15,2022-11-30,2023-06-30,2023-09-27,0,0,0
78,중구,을지로3가-6,수표동 35-10,민간,일반,도시정비형 재개발,착공,0,2016-10-06,2020-11-26,,2021-06-16,2020-12-16,2021-03-03,2021-06-16,2022-04-06,2022-04-06,2022-05-01,2022-12-31,2023-04-06,0,0,0
345,관악구,신림미성아파트,조원동 1656,민간,일반,공동주택 재건축,사업시행,286,2010-12-16,2022-09-29,2004-02-27,2010-10-27,2023-11-28,2025-02-27,2025-03-13,,,,,,490,434,56
346,관악구,미성동 건영아파트,미성동 746-43,민간,일반,공동주택 재건축,조합설립,492,2018-11-08,2022-11-24,2019-10-28,2020-12-30,,,,,,,,,601,551,50
347,관악구,뉴서울개나리열망연립,신림동 739,민간,일반,공동주택 재건축,사업시행,132,2019-12-16,2022-11-03,2007-06-05,2020-11-05,2022-05-26,2023-07-13,,,,,,,306,275,31
79,중구,을지로3가-9,을지로3가 5-1,민간,일반,도시정비형 재개발,관리처분,0,2016-10-06,2024-08-16,,2022-12-21,2024-10-11,2022-12-21,2025-02-12,2023-09-13,2025-03-26,2023-10-01,2023-12-31,,0,0,0
349,서초구,"반포주공1단지(1,2,4주구)",반포동 810,민간,일반,아파트지구 재건축,착공,"2,210",2017-04-27,2022-06-23,2011-12-28,2013-09-11,2017-07-04,2017-09-27,2024-09-03,2018-12-03,,2021-06-01,2021-11-30,2024-03-29,"5,007","4,794",213
350,서초구,반포주공1단지(3주구),반포동 1109,민간,일반,아파트지구 재건축,착공,"1,490",2016-09-13,2016-09-13,2003-09-01,2014-12-11,2017-06-27,2017-09-25,2025-01-09,2021-07-14,2024-03-27,2021-09-01,2022-05-31,2023-03-03,"2,091","2,091",0
351,서초구,방배13,방배동 541-2,민간,일반,단독주택 재건축,관리처분,"2,911",2015-02-17,2023-07-20,2015-11-23,2016-07-29,2017-04-25,2017-09-06,,2018-09-03,,2021-03-30,2024-12-04,,"2,369","2,012",357
352,서초구,방배14,방배동 975-35,민간,일반,단독주택 재건축,관리처분,506,2014-07-10,2022-10-06,2015-01-22,2016-04-25,2024-08-27,2017-06-20,2017-10-01,2017-12-29,,2021-10-01,2022-09-07,,492,440,52
353,서초구,방배5,방배동 946-8,민간,일반,단독주택 재건축,착공,"2,551",2010-09-02,2024-05-16,2004-12-16,2012-05-10,2012-12-26,2013-07-29,2024-05-30,2016-07-14,2024-07-25,2018-06-18,2020-11-30,2022-07-28,"3,064","2,798",266
354,서초구,방배6,방배동 818-14,민간,일반,단독주택 재건축,착공,787,2010-12-23,2023-12-14,2006-10-19,2015-03-09,2015-11-19,2016-07-13,2024-07-29,2017-12-21,2024-11-14,2018-05-08,2021-05-25,2022-08-18,"1,097","1,097",0
355,서초구,방배7,방배동 891-3,민간,일반,단독주택 재건축,사업시행,229,2012-07-26,2023-12-28,2006-05-04,2021-01-11,2023-06-28,2024-06-25,,,,,,,316,299,17
356,서초구,방배삼익,방배동 1018-1,민간,일반,공동주택 재건축,착공,408,2012-02-09,,2009-09-28,2017-12-04,2018-09-18,2019-05-23,2024-09-25,2021-12-16,2024-08-06,2022-06-13,2022-11-08,2023-11-21,707,621,86
357,서초구,방배삼호,방배동 771-1,민간,일반,아파트지구 재건축,추진위,804,,,2005-06-29,,,,,,,,,,0,0,0
358,서초구,방배신동아,방배동 988-1,민간,일반,공동주택 재건축,관리처분,493,2020-05-14,2024-05-09,2020-09-02,2020-12-31,2021-08-10,2022-07-08,,2023-10-12,,2023-10-12,2024-01-12,,843,734,109
359,서초구,방배신삼호,방배동 725,민간,일반,공동주택 재건축,조합설립,481,2016-09-08,2024-12-26,2004-05-14,2019-03-15,,,,,,,,,920,785,135
360,서초구,삼호가든5차,반포동 30-1,민간,일반,아파트지구 재건축,건축심의,168,2022-10-06,,2017-03-02,2020-09-09,2024-02-13,,,,,,,,305,260,45
361,서초구,서초신동아,서초동 1333,민간,일반,아파트지구 재건축,착공,997,2015-10-22,2024-04-11,2003-12-19,2015-04-10,2016-08-23,2017-03-31,2024-04-15,2018-05-15,,2023-08-07,2023-12-03,2024-12-31,"1,161","1,161",0
362,서초구,신반포12차,잠원동 50-5,민간,일반,아파트지구 재건축,사업시행,324,2022-03-24,2022-03-24,2015-09-17,2021-04-20,2023-09-12,2024-06-04,,,,,,,432,387,45
363,서초구,신반포16차,잠원동 55-12,민간,일반,아파트지구 재건축,사업시행,396,2022-04-07,,2017-03-23,2018-02-21,2023-05-11,2023-11-02,,,,,,,468,400,68
364,서초구,신반포18차337동,잠원동 49-17,민간,일반,아파트지구 재건축,착공,182,2012-04-19,2019-06-05,2015-02-05,2015-12-18,2018-04-10,2019-04-29,2024-03-14,2021-01-14,2024-06-03,2021-05-01,2021-09-30,2023-01-09,178,178,0
365,서초구,"신반포19차,25차",잠원동 61-2,민간,일반,아파트지구 재건축,조합설립,447,,,,2022-03-07,,,,,,,,,0,0,0
366,서초구,신반포20차,잠원동 60-78,민간,일반,아파트지구 재건축,조합설립,112,,,2016-08-02,2017-06-27,,,,,,,,,0,0,0
367,서초구,신반포21차,잠원동 59-10,민간,일반,아파트지구 재건축,착공,108,2018-10-11,2018-10-11,2016-09-29,2017-05-16,2018-10-25,2019-08-14,2021-12-01,2021-04-23,2023-07-26,2021-05-24,2021-07-23,2022-03-29,251,209,42
368,서초구,신반포22차,잠원동 65-33,민간,일반,아파트지구 재건축,착공,132,2017-03-02,,2016-02-23,2017-04-06,2017-06-20,2017-09-22,2022-06-23,2018-04-13,2018-04-13,2022-05-06,2022-08-06,2024-04-24,160,160,0
369,서초구,신반포27차,잠원동 56-2,민간,일반,아파트지구 재건축,사업시행,156,2021-02-15,,2017-02-28,2018-06-06,2022-04-26,2023-01-12,,,,,,,210,184,26
370,서초구,신반포2차,잠원동 73,민간,일반,아파트지구 재건축,조합설립,"1,572",2024-07-11,2025-02-20,2003-09-01,2020-11-16,,,,,,,,,"2,057","1,797",260
371,서초구,신반포4지구,잠원동 58-22,민간,일반,아파트지구 재건축,착공,"2,640",2017-07-27,2023-10-19,2003-11-24,2016-01-05,2017-08-01,2017-10-16,2021-08-02,2018-12-03,2023-08-10,2020-05-25,2020-10-24,2021-10-28,"3,307","3,112",195
372,서초구,신반포4차,잠원동 70,민간,일반,아파트지구 재건축,조합설립,"1,212",2024-08-22,2024-08-22,2003-11-24,2019-12-31,,,,,,,,,"1,828","1,543",285
373,서초구,신반포7차,잠원동 65-32,공공,일반,아파트지구 재건축,조합설립,320,,,,2002-12-24,,,,,,,,,857,652,205
374,서초구,신반포궁전,반포동 65-1,민간,일반,공동주택 재건축,추진위,108,2014-08-21,,2015-05-07,,,,,,,,,,249,208,41
375,서초구,강남원효성빌라,반포동 591-1 외5,민간,일반,공동주택 재건축,조합설립,103,2021-01-21,2021-01-21,2022-01-06,2022-12-19,,,,,,,,,103,103,0
376,서초구,반포미도1차,반포동 60-4,민간,일반,공동주택 재건축,추진위,"1,260",2024-04-25,,2025-01-24,,,,,,,,,,"1,739","1,531",208
377,서초구,방배15구역,방배동 528-3,민간,일반,단독주택 재건축,조합설립,"1,619",2022-09-08,2022-09-08,2023-04-06,2023-12-19,,,,,,,,,"1,688","1,378",310
378,서초구,서초진흥아파트,서초동 1315,민간,일반,아파트지구 재건축,조합설립,615,2025-01-23,,2004-05-13,2020-03-12,,,,,,,,,857,763,94
379,강남구,도곡개포한신,도곡동 464,민간,일반,공동주택 재건축,사업시행,620,2017-03-16,2017-03-16,2003-11-14,2017-11-24,2020-07-28,2022-12-28,,,,,,,816,705,111
380,강남구,도곡삼익,도곡동 869,민간,일반,공동주택 재건축,추진위,273,2012-06-21,2012-06-21,2003-12-29,,,,,,,,,,369,318,51
381,강남구,은마아파트,대치동 316,민간,일반,공동주택 재건축,조합설립,"4,424",2023-02-16,2023-02-16,2003-12-31,2023-09-26,,,,,,,,,"5,778","5,100",678
382,강남구,청담삼익아파트,청담동 134-18,민간,일반,아파트지구 재건축,착공,888,2022-10-06,2024-03-14,2000-06-16,2003-09-22,2015-03-24,2015-12-04,2025-03-31,2017-11-13,2024-07-12,2020-03-01,2020-05-31,2021-06-25,"1,261","1,117",144
383,강남구,대치구마을3지구,대치동 964,민간,일반,단독주택 재건축,착공,250,2013-11-21,2023-07-07,2014-02-25,2014-09-02,2014-05-28,2015-09-16,2023-07-14,2017-11-29,2024-07-18,2019-05-15,2020-11-30,2022-04-13,282,245,37
384,강남구,대치쌍용1차,대치동 66,민간,일반,공동주택 재건축,사업시행,630,2013-10-04,2021-11-25,2014-11-20,2016-01-06,2018-01-23,2018-10-12,2022-05-15,,,,,,999,867,132
385,강남구,대치쌍용2차,대치동 65,민간,일반,공동주택 재건축,사업시행,364,2013-10-04,2013-10-04,2014-11-14,2015-07-02,2016-12-27,2017-09-12,2022-09-23,,,,,,"1,332","1,172",160
386,강남구,대치우성1차,대치동 63,민간,일반,공동주택 재건축,사업시행,476,2015-06-25,2018-12-06,2016-01-26,2017-01-17,2021-10-26,2022-09-08,,,,,,,712,626,86
387,강남구,일원개포한신,일원동 615-1,민간,일반,공동주택 재건축,관리처분,364,2017-07-13,2024-05-02,2018-01-25,2018-11-05,2020-04-28,2021-08-06,,2023-11-10,,,,,480,414,66
388,강남구,압구정아파트지구 특별계획구역5,압구정동 490,민간,일반,아파트지구 재건축,조합설립,"1,232",,,2017-08-19,2021-02-22,,,,,,,,,"1,401","1,261",140
389,강남구,도곡삼호,도곡동 540,민간,일반,공동주택 재건축,착공,144,2017-07-20,2022-04-22,2018-01-10,2018-06-19,2019-09-10,2020-09-16,,2022-10-25,,2022-12-12,2023-01-31,2024-02-06,308,260,48
390,강남구,압구정아파트지구 특별계획구역3,압구정동369-1,민간,일반,아파트지구 재건축,조합설립,"3,934",,,2018-09-12,2021-04-19,,,,,,,,,"5,175","4,534",641
391,강남구,개포주공5단지,개포동 187,민간,일반,공동주택 재건축,사업시행,940,2017-09-07,2017-09-07,2019-02-12,2020-12-01,2022-12-20,2023-10-12,,,,,,,"1,279","1,134",145
392,강남구,압구정아파트지구 특별계획구역4,압구정동 481,민간,일반,아파트지구 재건축,조합설립,"1,341",,,2017-11-01,2021-02-10,,,,,,,,,"1,724","1,519",205
393,강남구,"개포주공6,7단지",개포동 185,민간,일반,공동주택 재건축,사업시행,"1,960",2017-11-23,2024-04-26,2019-02-12,2021-01-22,2023-06-13,2024-11-11,,,,,,,"2,698","2,353",345
394,강남구,개포우성4차,도곡동 465,민간,일반,공동주택 재건축,조합설립,459,2022-04-14,2022-04-14,2022-09-28,2023-09-22,,,,,,,,,"1,080",952,128
395,강남구,개포우성6차,개포동 658-1,민간,일반,공동주택 재건축,조합설립,270,2022-03-10,2022-03-10,2022-09-28,2024-04-24,,,,,,,,,417,395,22
396,강남구,개포우성7차,일원동 615,민간,일반,공동주택 재건축,조합설립,802,2022-04-14,2022-04-14,2022-11-11,2024-02-02,,,,,,,,,"1,234","1,055",179
397,강남구,압구정아파트지구 특별계획구역1,압구정동414,민간,일반,아파트지구 재건축,추진위,"1,233",,,2020-11-06,,,,,,,,,,0,0,0
398,강남구,압구정아파트지구 특별계획구역2,압구정동434,민간,일반,아파트지구 재건축,조합설립,"1,924",2025-03-13,,2020-11-06,2021-04-12,,,,,,,,,"2,571","2,250",321
399,강남구,논현동현,논현동 105,민간,일반,공동주택 재건축,구역지정,548,2023-10-19,,,,,,,,,,,,905,779,126
400,강남구,도곡우성,도곡동 934-10,민간,일반,공동주택 재건축,조합설립,390,2023-07-20,2023-07-20,2024-03-08,2025-03-31,,,,,,,,,548,460,88
401,강남구,"역삼동(758,은하수,760)",역삼동 758,민간,일반,아파트지구 재건축,관리처분,161,2018-05-31,2023-03-31,2010-07-08,2018-11-14,2019-11-26,2021-06-02,2023-07-10,2022-10-31,2025-03-24,2023-09-01,2024-02-29,,237,237,0
68,중구,신당10,신당동 236-100,민간,일반,주택정비형 재개발,조합설립,899,2023-06-22,2023-06-22,,2023-12-27,,,,,,,,,"1,423","1,107",316
69,중구,신당8,청구동 321-1,민간,일반,주택정비형 재개발,관리처분,"1,182",2007-05-25,2023-06-07,2004-12-30,2016-12-12,2017-12-19,2018-12-05,2023-07-26,2024-05-31,2024-05-31,2024-10-01,2025-06-15,,"1,159",983,176
70,중구,신당9,신당동 432-1008,민간,일반,주택정비형 재개발,건축심의,261,2010-11-04,2022-11-09,2005-01-24,2018-04-20,2020-11-18,,,,,,,,315,315,0
80,중구,중림동 398,중림동 398,민간,일반,주택정비형 재개발,조합설립,280,2023-09-14,2023-09-14,,2024-12-19,,,,,,,,,791,600,191
406,송파구,가락1차현대,문정동 3,민간,일반,공동주택 재건축,사업시행,514,2017-11-16,2022-12-01,2018-07-06,2019-07-19,2023-02-28,2025-01-24,2025-01-24,,,,,,842,717,125
407,송파구,가락극동,가락동 192,민간,일반,공동주택 재건축,조합설립,555,2017-11-23,2024-11-28,2018-07-03,2020-06-26,,,,,,,,,999,876,123
408,송파구,가락미륭,가락동 138,민간,일반,공동주택 재건축,사업시행,435,2020-02-06,2023-11-16,2020-08-07,2021-04-14,2023-07-24,2024-06-27,2024-06-27,,,,,,614,521,93
409,송파구,가락삼익맨숀,송파동 166,민간,일반,공동주택 재건축,사업시행,936,2017-09-21,2023-11-16,2018-05-04,2019-08-05,2022-09-27,2023-11-13,,,,,,,"1,531","1,358",173
410,송파구,가락상아1차,오금동 166,민간,일반,공동주택 재건축,관리처분,226,2017-12-29,2024-04-11,2019-01-28,2020-06-19,2021-05-25,2022-05-20,2022-05-20,2025-01-06,,,,,405,342,63
411,송파구,가락우성1차,가락동 96-1,민간,일반,공동주택 재건축,추진위,838,2024-02-29,2024-02-29,2024-12-24,,,,,,,,,,967,875,92
412,송파구,가락프라자,가락동 199,민간,일반,공동주택 재건축,관리처분,672,2017-07-20,2024-04-11,2017-12-01,2019-03-28,2023-02-28,2024-01-11,2024-01-11,2025-03-14,,,,,"1,068",953,115
154,중랑구,상봉7,상봉동 88,민간,재촉,도시정비형 재개발,사업시행,349,2009-08-13,2020-07-16,2009-09-08,2011-12-01,2021-04-12,2015-11-19,,,,,,,841,719,122
414,송파구,대림가락,방이동 217,민간,일반,공동주택 재건축,조합설립,497,2021-10-07,2021-10-07,2022-04-08,2023-02-09,,,,,,,,,925,786,139
155,중랑구,상봉9,상봉동 83-1,민간,재촉,도시정비형 재개발,착공,2,2015-04-16,2021-07-29,,,2022-04-12,2022-12-29,2024-11-21,2024-05-23,,,,2024-12-09,999,802,197
416,송파구,미성크로바,신천동 17-6,민간,일반,아파트지구 재건축,착공,"1,350",2021-06-24,2021-11-18,2009-06-04,2014-07-15,2021-08-10,2017-07-28,2023-11-30,2018-07-05,2024-11-21,2019-01-28,2019-06-27,2022-01-27,"1,865","1,667",198
417,송파구,삼환가락,가락동 176,민간,일반,공동주택 재건축,사업시행,648,2017-11-16,2024-08-29,2018-05-23,2019-04-29,2022-04-26,2024-02-28,2024-02-28,,,,,,"1,101",981,120
418,송파구,송파미성,송파동 161,민간,일반,공동주택 재건축,조합설립,378,2021-03-25,2021-03-25,2022-01-27,2023-05-31,,,,,,,,,810,686,124
419,송파구,오금현대,오금동 43,민간,일반,공동주택 재건축,추진위,"1,316",2024-07-25,,2025-03-19,,,,,,,,,,"2,436","2,029",407
420,송파구,"잠실우성1,2,3차",잠실동 101-1,민간,일반,공동주택 재건축,조합설립,"1,842",2015-12-01,2024-01-11,2006-10-04,2021-06-11,,,,,,,,,"2,680","2,338",342
421,송파구,잠실우성4차,잠실동 320,민간,일반,공동주택 재건축,사업시행,555,2017-07-06,2023-02-22,2009-12-07,2018-04-02,2022-12-13,2023-08-31,,,,,,,825,732,93
422,송파구,잠실주공5단지,잠실동 27,민간,일반,아파트지구 재건축,조합설립,"3,930",2022-06-23,2024-09-05,2003-12-29,2013-12-19,,,,,,,,,"6,491","5,680",811
423,송파구,잠실진주,신천동 20-4,민간,일반,아파트지구 재건축,착공,"1,507",2017-02-16,2022-08-01,2003-12-09,2015-07-10,2020-11-24,2017-09-27,2023-08-10,2018-10-05,2024-08-21,2019-03-27,2019-08-31,2021-12-24,"2,678","2,326",352
424,송파구,"장미1,2,3차",신천동 7,민간,일반,아파트지구 재건축,조합설립,"3,522",2005-12-25,,2016-06-28,2020-03-24,,,,,,,,,0,0,0
425,송파구,한양2차,송파동 151,민간,일반,아파트지구 재건축,조합설립,744,2005-12-15,,2010-07-26,2020-11-02,,,,,,,,,"1,346","1,077",269
426,송파구,한양3차,방이동 225,민간,일반,공동주택 재건축,사업시행,252,2019-08-29,2022-05-24,2020-01-29,2021-03-03,2022-12-20,2024-05-14,,,,,,,507,430,77
427,강동구,천호3,천호동 423-76,민간,재촉,단독주택 재건축,착공,611,2013-12-12,2021-12-30,2014-05-12,2016-01-21,2017-10-24,2018-07-20,2024-06-27,2020-12-07,2021-03-24,2021-03-02,2022-03-31,2023-03-30,535,490,45
157,중랑구,중화3,중화동 303-9,민간,재촉,도시정비형 재개발,관리처분,201,2017-11-30,2022-12-22,,,2018-05-29,2018-12-06,2023-12-28,2020-07-24,,2020-08-10,2021-04-30,,176,158,18
160,중랑구,상봉10,상봉동 50-1,민간,재촉,도시정비형 재개발,추진위,127,2023-06-15,2023-06-15,2024-01-05,,,,,,,,,,498,382,116
430,강동구,삼익그린2차,명일동 15,민간,일반,아파트지구 재건축,조합설립,"2,400",,,2019-12-13,2021-07-05,,,,,,,,,0,0,0
431,강동구,삼익맨션,명일동 270,민간,일반,공동주택 재건축,조합설립,768,2020-02-13,2022-11-16,2020-08-27,2021-07-12,,,,,,,,,"1,169","1,014",155
432,강동구,삼익파크,길동 54,민간,일반,공동주택 재건축,사업시행,"1,092",2020-02-13,2020-02-13,2020-08-27,2021-01-14,2022-07-26,2025-03-24,,,,,,,"1,384","1,238",146
156,중랑구,중화1,중화동 331-1,민간,재촉,주택정비형 재개발,착공,"1,089",2009-06-04,2024-01-11,2009-06-19,2011-08-31,2014-04-01,2015-08-13,2022-10-27,2018-03-15,2022-07-18,2019-10-01,2021-06-10,2022-06-07,"1,055",865,190
159,중랑구,면목7구역,면목본동 69-14,민간,일반,주택정비형 재개발,조합설립,"1,543",2024-01-11,,2024-04-12,2024-09-11,,,,,,,,,"1,447","1,068",379
161,중랑구,상봉13구역,망우본동 461-12,민간,일반,주택정비형 재개발,구역지정,934,2025-03-27,,,,,,,,,,,,"1,249",979,270
162,중랑구,중화5구역,중화1동 122,공공,일반,주택정비형 재개발,조합설립,"1,260",2023-12-14,,,2024-01-18,,,,,,,,,"1,610","1,196",414
437,강동구,천호우성아파트,천호동 19-1,민간,일반,공동주택 재건축,사업시행,479,2020-02-10,2020-02-20,2020-10-19,2021-02-10,2023-08-29,2024-06-04,,,,,,,629,629,0
438,구로구,구로우성아파트,구로동 23,민간,일반,공동주택 재건축,구역지정,344,2025-03-06,,,,,,,,,,,,522,453,69
439,양천구,목동8단지,신정동 314,민간,일반,공동주택 재건축,구역지정,"1,352",2025-03-13,,,,,,,,,,,,"1,881","1,588",293
440,양천구,목동12단지,신정동 326,민간,일반,공동주택 재건축,구역지정,"1,860",2025-03-13,,,,,,,,,,,,"2,810","2,443",367
441,양천구,목동13단지,신정동 327,민간,일반,공동주택 재건축,구역지정,"2,280",2025-03-13,,,,,,,,,,,,"3,852","3,284",568
442,양천구,목동14단지,신정동 329,민간,일반,공동주택 재건축,구역지정,"3,100",2025-03-06,,,,,,,,,,,,"5,123","4,394",729
